"","PID","Date","Start_Time","End_Time","Condition","Trial","Stimulus","Choice","IntBefore","IntAfter","ERQ_Supp","ERQ_Reapp","DERS","DERS_Nonaccept","DERS_Goals","DERS_Impulse","DERS_Awareness","DERS_Strategies","DERS_Clarity","IUS","IUS_F1","IUS_F2","Horror_Enjoy","Familiarity","Familiar_specific","Age","Gender_Identity","Sex","Race","Marital_Status","Edu_Num","Edu_Cat","Failures","ScreenWidth","ScreenHeight","WebAudio","Browser","Browser_Version","MobileUsed","OS","FullScreenUsed","VSync_Rate_Avg","VSync_Rate_SD","Attention_Check","Difficulties","Questions","RT_sec_Choice","RT_sec_IntBefore","RT_sec_IntAfter","RT_sec_ERQ","RT_sec_DERS","RT_sec_IUS","IntReduce","Effort","Success","RT_sec_IntReduce","RT_sec_Effort","RT_sec_Success","Income","Time_Taken"
"642","sub-158","2023-10-18","21:48:10","22:7:6","Strategy Use",2,"ARF1665","Reappraisal","16","46",5,27,52,5,12,5,15,7,8,21,14,7,1,"No",NA,"34","Male","Male","White or Caucasian","Single","21","Graduate degree (MA, MS, PhD, etc.)",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,145.042,0.642938566272082,4,"","",3.155,30.835,5.088,73.658,104.685,34.838,"61",2,4,7.059,2.799,4.746," $100,001 - $150,000",1136
"643","sub-158","2023-10-18","21:48:10","22:7:6","Strategy Use",3,"HIU8424","Reappraisal","28","53",5,27,52,5,12,5,15,7,8,21,14,7,1,"No",NA,"34","Male","Male","White or Caucasian","Single","21","Graduate degree (MA, MS, PhD, etc.)",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,145.042,0.642938566272082,4,"","",2.22,5.057,4.247,73.658,104.685,34.838,"57",4,3,4.024,4.852,4.94," $100,001 - $150,000",1136
"644","sub-158","2023-10-18","21:48:10","22:7:6","Strategy Use",4,"CNL1892","Reappraisal","25","30",5,27,52,5,12,5,15,7,8,21,14,7,1,"No",NA,"34","Male","Male","White or Caucasian","Single","21","Graduate degree (MA, MS, PhD, etc.)",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,145.042,0.642938566272082,4,"","",4.06,6.542,9.905,73.658,104.685,34.838,"69",1,5,4.665,2.737,3.408," $100,001 - $150,000",1136
"645","sub-159","2023-10-18","21:44:14","22:9:56","Strategy Use",1,"CNL1892","Neither","0","10",10,23,76,4,15,4,30,13,10,32,20,12,5,"Yes","FGV3524","49","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Linux",TRUE,60.328,0.327597313786301,4,"I don't think so.","None.",13.672,21.753,22.509,117.911,207.177,55.86,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1542
"646","sub-159","2023-10-18","21:44:14","22:9:56","Strategy Use",2,"HIU8424","Neither","0","21",10,23,76,4,15,4,30,13,10,32,20,12,5,"Yes","FGV3524","49","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Linux",TRUE,60.328,0.327597313786301,4,"I don't think so.","None.",5.492,4.681,12.616,117.911,207.177,55.86,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1542
"648","sub-159","2023-10-18","21:44:14","22:9:56","Strategy Use",4,"ARF1665","Neither","0","0",10,23,76,4,15,4,30,13,10,32,20,12,5,"Yes","FGV3524","49","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Linux",TRUE,60.328,0.327597313786301,4,"I don't think so.","None.",7.335,7.68,7.465,117.911,207.177,55.86,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1542
"649","sub-160","2023-10-18","22:7:14","22:23:7","Strategy Use",1,"CNL1892","Neither","11","10",7,16,113,12,16,14,28,27,16,20,12,8,6,"No",NA,"23","Non-binary / Third gender","Female","White or Caucasian","Married","13","Some college",FALSE,1536,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.754,0.626362514842647,4,"Sometimes the sliders would be messy","",3.949,6.613,4.805,59.616,151.902,23.453,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",953
"650","sub-160","2023-10-18","22:7:14","22:23:7","Strategy Use",2,"ARF1665","Neither","10","15",7,16,113,12,16,14,28,27,16,20,12,8,6,"No",NA,"23","Non-binary / Third gender","Female","White or Caucasian","Married","13","Some college",FALSE,1536,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.754,0.626362514842647,4,"Sometimes the sliders would be messy","",1.491,9.422,4.275,59.616,151.902,23.453,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",953
"651","sub-160","2023-10-18","22:7:14","22:23:7","Strategy Use",3,"HIU8424","Reappraisal","13","37",7,16,113,12,16,14,28,27,16,20,12,8,6,"No",NA,"23","Non-binary / Third gender","Female","White or Caucasian","Married","13","Some college",FALSE,1536,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.754,0.626362514842647,4,"Sometimes the sliders would be messy","",2.359,3.406,5.842,59.616,151.902,23.453,"46",4,2,6.144,3.904,2.481,"$35,001 - $50,000",953
"652","sub-160","2023-10-18","22:7:14","22:23:7","Strategy Use",4,"FGV3524","Distraction","20","47",7,16,113,12,16,14,28,27,16,20,12,8,6,"No",NA,"23","Non-binary / Third gender","Female","White or Caucasian","Married","13","Some college",FALSE,1536,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.754,0.626362514842647,4,"Sometimes the sliders would be messy","",1.99,2.616,6.134,59.616,151.902,23.453,"28",5,6,6.089,5.57,3.462,"$35,001 - $50,000",953
"653","sub-161","2023-10-18","22:2:56","22:23:59","Strategy Forecast",1,"HIU8424","Distraction","31","71",16,26,98,16,11,12,23,24,12,31,18,13,3,"No",NA,"33","Female","Female","White or Caucasian","Divorced","14","Some college",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.568,0.291838996708803,4,"","",19.37,13.452,13.851,77.54,141.954,119.693,"51",1,3,18.181,11.264,7.728,"Under $15,000",1263
"654","sub-161","2023-10-18","22:2:56","22:23:59","Strategy Forecast",2,"CNL1892","Reappraisal","63","30",16,26,98,16,11,12,23,24,12,31,18,13,3,"No",NA,"33","Female","Female","White or Caucasian","Divorced","14","Some college",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.568,0.291838996708803,4,"","",7.61,11.76,6.72,77.54,141.954,119.693,"52",3,3,13.448,8.652,3.741,"Under $15,000",1263
"655","sub-161","2023-10-18","22:2:56","22:23:59","Strategy Forecast",3,"ARF1665","Distraction","36","55",16,26,98,16,11,12,23,24,12,31,18,13,3,"No",NA,"33","Female","Female","White or Caucasian","Divorced","14","Some college",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.568,0.291838996708803,4,"","",7.959,3.931,3.976,77.54,141.954,119.693,"57",2,3,6.049,6.466,3.644,"Under $15,000",1263
"656","sub-161","2023-10-18","22:2:56","22:23:59","Strategy Forecast",4,"FGV3524","Neither","50","35",16,26,98,16,11,12,23,24,12,31,18,13,3,"No",NA,"33","Female","Female","White or Caucasian","Divorced","14","Some college",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.568,0.291838996708803,4,"","",1.659,4.819,5.923,77.54,141.954,119.693,NA,NA,NA,NA,NA,NA,"Under $15,000",1263
"657","sub-162","2023-10-18","22:7:13","22:33:46","Strategy Use",1,"ARF1665","Distraction","5","70",5,26,54,6,9,5,18,9,7,29,19,10,5,"No",NA,"38","Male","Male","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.326,0.241308930626281,4,"No","None",15.146,18.559,22.91,65.988,135.909,44.095,"55",3,2,40.096,21.98,7.228," $100,001 - $150,000",1593
"658","sub-162","2023-10-18","22:7:13","22:33:46","Strategy Use",2,"HIU8424","Distraction","25","90",5,26,54,6,9,5,18,9,7,29,19,10,5,"No",NA,"38","Male","Male","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.326,0.241308930626281,4,"No","None",3.322,14.656,13.929,65.988,135.909,44.095,"30",2,5,13.223,13.498,5.068," $100,001 - $150,000",1593
"659","sub-162","2023-10-18","22:7:13","22:33:46","Strategy Use",3,"FGV3524","Distraction","35","65",5,26,54,6,9,5,18,9,7,29,19,10,5,"No",NA,"38","Male","Male","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.326,0.241308930626281,4,"No","None",8.739,12.816,14.884,65.988,135.909,44.095,"60",3,2,9.832,7.055,7.684," $100,001 - $150,000",1593
"660","sub-162","2023-10-18","22:7:13","22:33:46","Strategy Use",4,"CNL1892","Reappraisal","30","45",5,26,54,6,9,5,18,9,7,29,19,10,5,"No",NA,"38","Male","Male","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.326,0.241308930626281,4,"No","None",5.252,13.285,21.953,65.988,135.909,44.095,"60",4,2,13.658,3.903,4.202," $100,001 - $150,000",1593
"661","sub-163","2023-10-18","22:11:56","22:34:31","Strategy Use",1,"ARF1665","Neither","0","15",14,28,34,0,6,2,19,3,4,17,13,4,4,"No",NA,"33","Male","Male","White or Caucasian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,167.146,1.71332425419125,4,"","",22.872,6.784,16.471,253.446,139.815,33.163,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1355
"662","sub-163","2023-10-18","22:11:56","22:34:31","Strategy Use",2,"FGV3524","Neither","15","16",14,28,34,0,6,2,19,3,4,17,13,4,4,"No",NA,"33","Male","Male","White or Caucasian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,167.146,1.71332425419125,4,"","",1.767,5.132,8.429,253.446,139.815,33.163,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1355
"663","sub-163","2023-10-18","22:11:56","22:34:31","Strategy Use",3,"CNL1892","Neither","17","22",14,28,34,0,6,2,19,3,4,17,13,4,4,"No",NA,"33","Male","Male","White or Caucasian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,167.146,1.71332425419125,4,"","",1.046,10.038,16.511,253.446,139.815,33.163,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1355
"664","sub-163","2023-10-18","22:11:56","22:34:31","Strategy Use",4,"HIU8424","Reappraisal","19","60",14,28,34,0,6,2,19,3,4,17,13,4,4,"No",NA,"33","Male","Male","White or Caucasian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,167.146,1.71332425419125,4,"","",6.281,6.879,11.631,253.446,139.815,33.163,"69",4,4,9.084,2.373,1.711,"$75,001 - $100,000",1355
"665","sub-164","2023-10-18","22:20:28","22:38:28","Strategy Use",1,"CNL1892","Distraction","0","88",3,25,66,6,17,8,17,12,6,40,23,17,5,"No",NA,"31","Female","Female","White or Caucasian","Married","13","Some college",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.524,0.344644744628435,4,"I didn't have any difficulties or confusion while I was completing this study. I really like this study and would love to be apart of more if you offer more like this one.","",2.373,6.46,7.484,48.694,94.792,33.218,"41",3,4,15.305,9.326,5.101,"$35,001 - $50,000",1080
"666","sub-164","2023-10-18","22:20:28","22:38:28","Strategy Use",2,"HIU8424","Neither","26","90",3,25,66,6,17,8,17,12,6,40,23,17,5,"No",NA,"31","Female","Female","White or Caucasian","Married","13","Some college",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.524,0.344644744628435,4,"I didn't have any difficulties or confusion while I was completing this study. I really like this study and would love to be apart of more if you offer more like this one.","",7.623,4.341,4.479,48.694,94.792,33.218,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1080
"667","sub-164","2023-10-18","22:20:28","22:38:28","Strategy Use",3,"FGV3524","Neither","58","95",3,25,66,6,17,8,17,12,6,40,23,17,5,"No",NA,"31","Female","Female","White or Caucasian","Married","13","Some college",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.524,0.344644744628435,4,"I didn't have any difficulties or confusion while I was completing this study. I really like this study and would love to be apart of more if you offer more like this one.","",3.573,7.687,4.749,48.694,94.792,33.218,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1080
"668","sub-164","2023-10-18","22:20:28","22:38:28","Strategy Use",4,"ARF1665","Distraction","74","52",3,25,66,6,17,8,17,12,6,40,23,17,5,"No",NA,"31","Female","Female","White or Caucasian","Married","13","Some college",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.524,0.344644744628435,4,"I didn't have any difficulties or confusion while I was completing this study. I really like this study and would love to be apart of more if you offer more like this one.","",1.808,3.912,8.615,48.694,94.792,33.218,"100",5,6,4.453,3.291,3.621,"$35,001 - $50,000",1080
"669","sub-165","2023-10-18","22:9:17","22:39:59","Strategy Forecast",1,"FGV3524","Reappraisal","0","38",11,18,70,11,13,3,19,14,10,27,14,13,2,"No",NA,"23","Female","Female","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.196,0.117601020403738,4,"","",22.376,31.08,35.992,151.846,176.698,55.442,"79",4,2,17.237,16.342,7.71,"$25,001 - $35,000",1842
"670","sub-165","2023-10-18","22:9:17","22:39:59","Strategy Forecast",2,"ARF1665","Distraction","12","57",11,18,70,11,13,3,19,14,10,27,14,13,2,"No",NA,"23","Female","Female","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.196,0.117601020403738,4,"","",10.605,15.6,10.783,151.846,176.698,55.442,"36",3,4,8.558,8.136,7.926,"$25,001 - $35,000",1842
"671","sub-165","2023-10-18","22:9:17","22:39:59","Strategy Forecast",3,"CNL1892","Reappraisal","36","43",11,18,70,11,13,3,19,14,10,27,14,13,2,"No",NA,"23","Female","Female","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.196,0.117601020403738,4,"","",48.078,5.259,8.531,151.846,176.698,55.442,"33",3,3,17.302,7.907,9.341,"$25,001 - $35,000",1842
"672","sub-165","2023-10-18","22:9:17","22:39:59","Strategy Forecast",4,"HIU8424","Reappraisal","44","58",11,18,70,11,13,3,19,14,10,27,14,13,2,"No",NA,"23","Female","Female","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.196,0.117601020403738,4,"","",14.536,3.744,7.326,151.846,176.698,55.442,"40",2,4,10.11,9.486,5.497,"$25,001 - $35,000",1842
"673","sub-166","2023-10-18","22:25:40","22:47:50","Strategy Use",1,"CNL1892","Neither","5","10",15,28,79,16,12,6,21,15,9,12,10,2,3,"No",NA,"44","Male","Male","White or Caucasian","Divorced","13","High school degree or GED",FALSE,1600,900,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.546,0.299883310639322,4,"","",6.315,17.767,17.012,110.285,149.129,41.682,NA,NA,NA,NA,NA,NA,"Under $15,000",1330
"674","sub-166","2023-10-18","22:25:40","22:47:50","Strategy Use",2,"FGV3524","Neither","5","7",15,28,79,16,12,6,21,15,9,12,10,2,3,"No",NA,"44","Male","Male","White or Caucasian","Divorced","13","High school degree or GED",FALSE,1600,900,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.546,0.299883310639322,4,"","",5.518,11.358,13.261,110.285,149.129,41.682,NA,NA,NA,NA,NA,NA,"Under $15,000",1330
"675","sub-166","2023-10-18","22:25:40","22:47:50","Strategy Use",3,"HIU8424","Neither","8","15",15,28,79,16,12,6,21,15,9,12,10,2,3,"No",NA,"44","Male","Male","White or Caucasian","Divorced","13","High school degree or GED",FALSE,1600,900,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.546,0.299883310639322,4,"","",13.7,14.948,12.933,110.285,149.129,41.682,NA,NA,NA,NA,NA,NA,"Under $15,000",1330
"676","sub-166","2023-10-18","22:25:40","22:47:50","Strategy Use",4,"ARF1665","Reappraisal","10","12",15,28,79,16,12,6,21,15,9,12,10,2,3,"No",NA,"44","Male","Male","White or Caucasian","Divorced","13","High school degree or GED",FALSE,1600,900,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.546,0.299883310639322,4,"","",10.002,11.317,11.959,110.285,149.129,41.682,"30",6,3,35.127,12.29,8.819,"Under $15,000",1330
"677","sub-167","2023-10-18","22:22:39","22:53:9","Strategy Forecast",1,"ARF1665","Distraction","10","75",11,27,75,6,12,8,21,14,14,21,16,5,6,"No",NA,"56","Male","Male","White or Caucasian","Married","16","Some college",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.178,0.526469372328533,4,"None at all - everything worked well and was very clear.","Interested in what a couple of those movies were...  :-)",17.66,19.103,25.935,105.305,205.143,56.615,"40",5,3,26.319,16.944,6.872,"$50,001 - $75,000",1830
"678","sub-167","2023-10-18","22:22:39","22:53:9","Strategy Forecast",2,"FGV3524","Neither","50","90",11,27,75,6,12,8,21,14,14,21,16,5,6,"No",NA,"56","Male","Male","White or Caucasian","Married","16","Some college",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.178,0.526469372328533,4,"None at all - everything worked well and was very clear.","Interested in what a couple of those movies were...  :-)",39.089,8.94,19.504,105.305,205.143,56.615,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1830
"679","sub-167","2023-10-18","22:22:39","22:53:9","Strategy Forecast",3,"HIU8424","Distraction","60","90",11,27,75,6,12,8,21,14,14,21,16,5,6,"No",NA,"56","Male","Male","White or Caucasian","Married","16","Some college",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.178,0.526469372328533,4,"None at all - everything worked well and was very clear.","Interested in what a couple of those movies were...  :-)",18.402,13.46,9.207,105.305,205.143,56.615,"60",5,2,11.101,7.45,7.899,"$50,001 - $75,000",1830
"680","sub-167","2023-10-18","22:22:39","22:53:9","Strategy Forecast",4,"CNL1892","Reappraisal","70","80",11,27,75,6,12,8,21,14,14,21,16,5,6,"No",NA,"56","Male","Male","White or Caucasian","Married","16","Some college",FALSE,1366,768,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.178,0.526469372328533,4,"None at all - everything worked well and was very clear.","Interested in what a couple of those movies were...  :-)",8.714,12.445,10.364,105.305,205.143,56.615,"40",3,3,17.467,8.03,3.563,"$50,001 - $75,000",1830
"681","sub-168","2023-10-18","22:27:48","22:55:41","Strategy Forecast",1,"CNL1892","Reappraisal","0","10",11,26,65,3,16,6,17,17,6,22,16,6,5,"No",NA,"34","Male","Male","White or Caucasian","Single","10","High school degree or GED",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,144.656,0.582305761606394,4,"","",38.336,14.039,16.487,121.505,215.323,93.409,"80",2,3,18.055,23.398,10.021,"Under $15,000",1673
"682","sub-168","2023-10-18","22:27:48","22:55:41","Strategy Forecast",2,"HIU8424","Reappraisal","10","5",11,26,65,3,16,6,17,17,6,22,16,6,5,"No",NA,"34","Male","Male","White or Caucasian","Single","10","High school degree or GED",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,144.656,0.582305761606394,4,"","",7.589,30.754,21.977,121.505,215.323,93.409,"92",1,1,8.191,2.896,3.158,"Under $15,000",1673
"683","sub-168","2023-10-18","22:27:48","22:55:41","Strategy Forecast",3,"FGV3524","Neither","5","2",11,26,65,3,16,6,17,17,6,22,16,6,5,"No",NA,"34","Male","Male","White or Caucasian","Single","10","High school degree or GED",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,144.656,0.582305761606394,4,"","",15.934,49.812,13.568,121.505,215.323,93.409,NA,NA,NA,NA,NA,NA,"Under $15,000",1673
"684","sub-168","2023-10-18","22:27:48","22:55:41","Strategy Forecast",4,"ARF1665","Neither","2","1",11,26,65,3,16,6,17,17,6,22,16,6,5,"No",NA,"34","Male","Male","White or Caucasian","Single","10","High school degree or GED",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,144.656,0.582305761606394,4,"","",8.047,10.208,13.022,121.505,215.323,93.409,NA,NA,NA,NA,NA,NA,"Under $15,000",1673
"685","sub-169","2023-10-18","22:33:57","22:58:16","Strategy Use",1,"HIU8424","Distraction","0","90",14,25,64,6,9,7,24,7,11,10,7,3,1,"No",NA,"56","Male","Male","White or Caucasian","Married","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.468,0.242322099693775,4,"","",10.232,14.535,16.158,104.519,237.316,79.876,"70",4,4,38.181,22.98,8.244," $100,001 - $150,000",1459
"686","sub-169","2023-10-18","22:33:57","22:58:16","Strategy Use",2,"ARF1665","Reappraisal","80","90",14,25,64,6,9,7,24,7,11,10,7,3,1,"No",NA,"56","Male","Male","White or Caucasian","Married","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.468,0.242322099693775,4,"","",8.412,9.934,12.207,104.519,237.316,79.876,"70",5,5,23.231,7.132,3.677," $100,001 - $150,000",1459
"687","sub-169","2023-10-18","22:33:57","22:58:16","Strategy Use",3,"CNL1892","Neither","80","85",14,25,64,6,9,7,24,7,11,10,7,3,1,"No",NA,"56","Male","Male","White or Caucasian","Married","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.468,0.242322099693775,4,"","",9.963,14.377,12.255,104.519,237.316,79.876,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1459
"688","sub-169","2023-10-18","22:33:57","22:58:16","Strategy Use",4,"FGV3524","Neither","80","85",14,25,64,6,9,7,24,7,11,10,7,3,1,"No",NA,"56","Male","Male","White or Caucasian","Married","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.468,0.242322099693775,4,"","",6.996,9.522,7.435,104.519,237.316,79.876,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1459
"689","sub-170","2023-10-18","22:44:27","23:0:54","Strategy Use",1,"CNL1892","Neither","0","0",10,26,82,10,14,5,21,18,14,38,21,17,0,"No",NA,"21","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,62.63,0.25377155080899,4,"","",8.689,5.323,4.701,57.034,130.678,33.551,NA,NA,NA,NA,NA,NA,"$25,001 - $35,000",987
"690","sub-170","2023-10-18","22:44:27","23:0:54","Strategy Use",2,"HIU8424","Reappraisal","0","10",10,26,82,10,14,5,21,18,14,38,21,17,0,"No",NA,"21","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,62.63,0.25377155080899,4,"","",2.666,10.3,4.668,57.034,130.678,33.551,"27",4,5,29.545,13.609,4.777,"$25,001 - $35,000",987
"691","sub-170","2023-10-18","22:44:27","23:0:54","Strategy Use",3,"ARF1665","Reappraisal","5","10",10,26,82,10,14,5,21,18,14,38,21,17,0,"No",NA,"21","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,62.63,0.25377155080899,4,"","",6.28,3.689,5.508,57.034,130.678,33.551,"50",3,3,8.03,5.497,3.079,"$25,001 - $35,000",987
