"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"2966","A-100","Immediate Post-Exposure","B12","0.908","3.859","15.092","3","money","post",0
"2967","A-100","Immediate Post-Exposure","B13","1.521","4.679","10.691","3","NO ANSWER","steam",0
"2968","A-100","Immediate Post-Exposure","B14","1.18","4.189","9.895","3","food","jelly",0
"2969","A-100","Immediate Post-Exposure","B15","3.589","3.589","7.449","1","run","broad",0
"2970","A-096","Immediate Post-Exposure","A01","0.82","7.485","11.818","4","sea","boat",0
"2971","A-096","Immediate Post-Exposure","A02","1.501","2.002","8.38","2","honey","honey",1
"2972","A-096","Immediate Post-Exposure","A03","0.729","6.314","10.958","5","pillow","pin",0
"2973","A-096","Immediate Post-Exposure","A04","1.275","2.464","7.097","3","flower","blue",0
"2974","A-096","Immediate Post-Exposure","A05","0.94","9.682","12.243","5","waiter","soap",0
"2975","A-096","Immediate Post-Exposure","A06","1.153","3.32","6.933","4","job","fast",0
"2976","A-096","Immediate Post-Exposure","A07","1.152","7.056","11.903","4","NO ANSWER","copy",0
"2977","A-096","Immediate Post-Exposure","A08","0.686","9.68","10.3","4","dentist","saw",0
"2978","A-096","Immediate Post-Exposure","A09","1.432","10.288","15.119","4","NO ANSWER","top",0
"2979","A-096","Immediate Post-Exposure","A10","1.698","3.896","6.13","3","zoo","pack",0
"2980","A-096","Immediate Post-Exposure","A11","1.25","2.611","7.839","4","shirt","under",0
"2981","A-096","Immediate Post-Exposure","A12","2.107","3.316","7.294","3","body","sweet",0
"2982","A-096","Immediate Post-Exposure","A13","2.138","6.192","15.011","4","NO ANSWER","suit",0
"2983","A-096","Immediate Post-Exposure","A14","1.554","9.721","10.156","4","titanic","battle",0
"2984","A-096","Immediate Post-Exposure","A15","0.838","5.132","11.787","4","farm","power",0
"2985","A-098","Immediate Post-Exposure","C01","1.373","4.315","5.415","2","sore","sore",1
"2986","A-098","Immediate Post-Exposure","C02","0.779","0.779","5.026","1","chair","chair",1
"2987","A-098","Immediate Post-Exposure","C03","1.547","11.061","12.065","2","night","day",0
"2988","A-098","Immediate Post-Exposure","C04","1.332","12.703","13.658","2","pot","pot",1
"2989","A-098","Immediate Post-Exposure","C05","1.242","8.036","9.772","2","way","blind",0
"2990","A-098","Immediate Post-Exposure","C06","1.299","12.312","13.469","2","candle","candle",1
"2991","A-098","Immediate Post-Exposure","C07","0.802","9.153","10.066","5","bag","cart",0
"2992","A-098","Immediate Post-Exposure","C08","1.672","13.991","15.035","2","night","camp",0
"2993","A-098","Immediate Post-Exposure","C09","1.648","11.416","12.331","2","wave","station",0
"2994","A-098","Immediate Post-Exposure","C10","0.411","9.523","10.331","5","mark","mark",1
"2995","A-098","Immediate Post-Exposure","C11","0.928","3.666","7.272","3","water","gate",0
"2996","A-098","Immediate Post-Exposure","C12","1.256","14.902","15.124","2","big","field",0
"2997","A-098","Immediate Post-Exposure","C13","0.869","4.342","15.222","3","tr","tow",0
"2998","A-098","Immediate Post-Exposure","C14","1.325","8.61","9.705","2","fish","salad",0
"2999","A-098","Immediate Post-Exposure","C15","1.049","9.081","10.029","2","light","lip",0
"3000","A-107","Pre-Exposure","B01","0.793","3.416","8.428","2","watch","watch",1
"3001","A-107","Pre-Exposure","B02","1.031","5.789","8.788","3","bill","bill",1
"3002","A-107","Pre-Exposure","B03","8.574","10.782","13.268","2","sugar","sugar",1
"3003","A-107","Pre-Exposure","B04","1.597","1.597","15.012","1","NO ANSWER","bank",0
"3004","A-107","Pre-Exposure","B05","0.99","8.048","8.745","3","space","space",1
"3005","A-107","Pre-Exposure","B06","1.029","1.826","4.07","2","bowl","bowl",1
"3006","A-107","Pre-Exposure","B07","0.992","1.849","15.118","2","NO ANSWER","ball",0
"3007","A-107","Pre-Exposure","B08","1.171","9.802","10.301","4","gas","gas",1
"3008","A-107","Pre-Exposure","B09","1.575","1.575","15.019","1","NO ANSWER","dog",0
"3009","A-107","Pre-Exposure","B10","1.239","12.531","15.02","2","NO ANSWER","air",0
"3010","A-107","Pre-Exposure","B11","1.138","14.618","15.122","4","NO ANSWER","check",0
"3011","A-107","Pre-Exposure","B12","1.294","6.85","15.009","3","c","post",0
"3012","A-107","Pre-Exposure","B13","1.164","14.69","15.018","3","NO ANSWER","steam",0
"3013","A-107","Pre-Exposure","B14","0.939","0.939","15.014","1","NO ANSWER","jelly",0
"3014","A-107","Pre-Exposure","B15","1.369","1.369","15.016","1","NO ANSWER","broad",0
"3015","A-106","Pre-Exposure","A01","1.136","1.816","7.342","2","boat","boat",1
"3016","A-106","Pre-Exposure","A02","1.174","1.911","5.216","2","honey","honey",1
"3017","A-106","Pre-Exposure","A03","0.923","8.113","12.981","6","belt","pin",0
"3018","A-106","Pre-Exposure","A04","3.647","6.527","11.446","3","plane","blue",0
"3019","A-106","Pre-Exposure","A05","1.953","4.914","13.623","3","soap","soap",1
"3020","A-106","Pre-Exposure","A06","2.336","2.336","8.278","1","bank","fast",0
"3021","A-106","Pre-Exposure","A07","1.843","8.44","11.855","6","litterbox","copy",0
"3022","A-106","Pre-Exposure","A08","1.174","2.217","10.601","2","bowl","saw",0
"3023","A-106","Pre-Exposure","A09","1.285","4.977","10.416","4","war","top",0
"3024","A-106","Pre-Exposure","A10","1.955","5.82","9.926","3","pack","pack",1
"3025","A-106","Pre-Exposure","A11","2.678","2.678","8.326","1","band","under",0
"3026","A-106","Pre-Exposure","A12","1.151","2.929","7.306","2","ache","sweet",0
"3027","A-106","Pre-Exposure","A13","1.128","2.477","7.159","2","school","suit",0
"3028","A-106","Pre-Exposure","A14","2.893","5.781","14.899","2","house","battle",0
"3029","A-106","Pre-Exposure","A15","7.677","13.118","15.218","5","NO ANSWER","power",0
"3030","A-108","Pre-Exposure","C01","1.232","5.85","8.075","3","sore","sore",1
"3031","A-108","Pre-Exposure","C02","1.212","1.858","4.505","2","chair","chair",1
"3032","A-108","Pre-Exposure","C03","1.727","13.667","14.313","4","day","day",1
"3033","A-108","Pre-Exposure","C04","1.175","6.408","15.112","3","NO ANSWER","pot",0
"3034","A-108","Pre-Exposure","C05","2.289","10.648","12.974","3","blind","blind",1
"3035","A-108","Pre-Exposure","C06","2.177","2.722","5.518","2","candle","candle",1
"3036","A-108","Pre-Exposure","C07","2.193","2.858","5.07","2","cart","cart",1
"3037","A-108","Pre-Exposure","C08","1.397","3.374","6.423","2","camp","camp",1
"3038","A-108","Pre-Exposure","C09","2.782","2.782","15.016","1","NO ANSWER","station",0
"3039","A-108","Pre-Exposure","C10","2.837","3.562","6.439","2","mark","mark",1
"3040","A-108","Pre-Exposure","C11","1.045","9.958","12.44","3","high","gate",0
"3041","A-108","Pre-Exposure","C12","2.753","7.281","12.131","2","field","field",1
"3042","A-108","Pre-Exposure","C13","1.383","3.863","8.999","2","tow","tow",1
"3043","A-108","Pre-Exposure","C14","3.186","9.065","15.117","3","NO ANSWER","salad",0
"3044","A-108","Pre-Exposure","C15","2.645","8.03","15.024","3","NO ANSWER","lip",0
"3045","A-109","Pre-Exposure","A01","1.479","1.479","15.115","1","NO ANSWER","boat",0
"3046","A-109","Pre-Exposure","A02","1.678","9.812","15.011","3","NO ANSWER","honey",0
"3047","A-109","Pre-Exposure","A03","1.582","1.582","15.015","1","NO ANSWER","pin",0
"3048","A-109","Pre-Exposure","A04","1.16","1.16","15.124","1","NO ANSWER","blue",0
"3049","A-109","Pre-Exposure","A05","3.276","3.276","15.017","1","NO ANSWER","soap",0
"3050","A-109","Pre-Exposure","A06","2.1","14.625","15.015","2","NO ANSWER","fast",0
"3051","A-109","Pre-Exposure","A07","1.152","2.11","15.111","2","NO ANSWER","copy",0
"3052","A-109","Pre-Exposure","A08","1.653","1.653","15.011","1","NO ANSWER","saw",0
"3053","A-109","Pre-Exposure","A09","1.575","2.533","15.016","2","NO ANSWER","top",0
"3054","A-109","Pre-Exposure","A10","3.226","3.226","15.013","1","NO ANSWER","pack",0
"3055","A-109","Pre-Exposure","A11","1.253","8.833","15.113","2","NO ANSWER","under",0
"3056","A-109","Pre-Exposure","A12","2.474","2.474","15.111","1","NO ANSWER","sweet",0
"3057","A-109","Pre-Exposure","A13","1.692","1.692","15.017","1","NO ANSWER","suit",0
"3058","A-109","Pre-Exposure","A14","2.895","2.895","15.114","1","NO ANSWER","battle",0
"3059","A-109","Pre-Exposure","A15","3.208","3.208","15.121","1","NO ANSWER","power",0
"3060","A-110","Pre-Exposure","B01","2.005","14.915","15.166","4","NO ANSWER","watch",0
"3061","A-110","Pre-Exposure","B02","3.654","12.677","15.238","3","NO ANSWER","bill",0
"3062","A-110","Pre-Exposure","B03","2.654","2.654","15.036","1","NO ANSWER","sugar",0
"3063","A-110","Pre-Exposure","B04","4.313","13.07","13.798","2","fish","bank",0
"3064","A-110","Pre-Exposure","B05","1.348","1.348","15.025","1","asto","space",0
"3065","A-110","Pre-Exposure","B06","0.814","0.814","10.998","1","bowl","bowl",1
"3066","A-110","Pre-Exposure","B07","11.15","12.132","15.189","2","NO ANSWER","ball",0
"3067","A-110","Pre-Exposure","B08","2.875","2.875","12.829","1","facce","gas",0
"3068","A-110","Pre-Exposure","B09","0.798","0.798","11.105","1","pitcher","dog",0
"3069","A-110","Pre-Exposure","B10","5.181","5.181","15.24","1","NO ANSWER","air",0
"3070","A-110","Pre-Exposure","B11","3.932","3.932","10.064","1","check","check",1
"3071","A-110","Pre-Exposure","B12","1.792","1.792","10.553","1","game","post",0
"3072","A-110","Pre-Exposure","B13","0.578","1.43","15.245","2","NO ANSWER","steam",0
"3073","A-110","Pre-Exposure","B14","1.05","1.05","10.7","1","net","jelly",0
"3074","A-110","Pre-Exposure","B15","0.946","0.946","6.869","1","shot","broad",0
"3075","A-008","One Week Post-Exposure","A01","0.873","8.173","15.046","3","House","boat",0
"3076","A-008","One Week Post-Exposure","A02","1.163","1.697","3.972","2","Honey","honey",1
"3077","A-008","One Week Post-Exposure","A03","0.86","3.057","5.603","3","Pin","pin",1
"3078","A-008","One Week Post-Exposure","A04","0.742","3.224","6.503","3","Black","blue",0
"3079","A-008","One Week Post-Exposure","A05","0.77","4.52","6.468","3","Soap","soap",1
"3080","A-008","One Week Post-Exposure","A06","0.743","1.942","4.19","2","Fast","fast",1
"3081","A-008","One Week Post-Exposure","A07","1.561","3.924","6.531","3","Black","copy",0
"3082","A-008","One Week Post-Exposure","A08","0.706","2.109","4.068","2","Saw","saw",1
"3083","A-008","One Week Post-Exposure","A09","0.732","11.548","15.148","3","NO ANSWER","top",0
"3084","A-008","One Week Post-Exposure","A10","3.124","7.708","15.051","5","NO ANSWER","pack",0
"3085","A-008","One Week Post-Exposure","A11","0.769","2.786","15.054","3","Formal","under",0
"3086","A-008","One Week Post-Exposure","A12","1.111","6.149","15.153","5","NO ANSWER","sweet",0
"3087","A-008","One Week Post-Exposure","A13","0.755","7.106","8.493","4","School","suit",0
"3088","A-008","One Week Post-Exposure","A14","1.203","8.086","12.397","2","Relation ","battle",0
"3089","A-008","One Week Post-Exposure","A15","0.686","4.587","8.545","3","Fly","power",0
"3090","A-101","Immediate Post-Exposure","C01","0.695","7.621","8","4","sore","sore",1
"3091","A-101","Immediate Post-Exposure","C02","0.601","1.59","5.832","3","horse","chair",0
"3092","A-101","Immediate Post-Exposure","C03","0.045","2.646","4.647","2","day","day",1
"3093","A-101","Immediate Post-Exposure","C04","0.029","3.634","5.605","3","pot","pot",1
"3094","A-101","Immediate Post-Exposure","C05","1.041","5.285","9.619","2","over","blind",0
"3095","A-101","Immediate Post-Exposure","C06","1.266","6.054","6.436","3","candle","candle",1
"3096","A-101","Immediate Post-Exposure","C07","0.131","2.975","6.942","2","cart","cart",1
"3097","A-101","Immediate Post-Exposure","C08","0.995","0.995","15.023","1","NO ANSWER","camp",0
"3098","A-101","Immediate Post-Exposure","C09","0.007","8.497","14.251","2","peddle","station",0
"3099","A-101","Immediate Post-Exposure","C10","0.022","6.79","13.174","5","mark","mark",1
"3100","A-101","Immediate Post-Exposure","C11","0.913","9.45","15.122","2","NO ANSWER","gate",0
"3101","A-101","Immediate Post-Exposure","C12","0.006","12.211","12.637","4","free","field",0
"3102","A-101","Immediate Post-Exposure","C13","0.965","11.989","15.017","3","NO ANSWER","tow",0
"3103","A-101","Immediate Post-Exposure","C14","0.799","3.53","6.454","2","fish","salad",0
"3104","A-101","Immediate Post-Exposure","C15","0.008","6.002","15.126","3","NO ANSWER","lip",0
"3105","A-104","Immediate Post-Exposure","C01","1.709","1.709","4.535","1","dots","sore",0
"3106","A-104","Immediate Post-Exposure","C02","1.398","2.53","8.783","2","chair","chair",1
"3107","A-104","Immediate Post-Exposure","C03","1.293","1.293","7.263","1","clock","day",0
"3108","A-104","Immediate Post-Exposure","C04","1.377","3.657","9.648","2","cherry","pot",0
"3109","A-104","Immediate Post-Exposure","C05","1.557","2.119","5.778","2","barn","blind",0
"3110","A-104","Immediate Post-Exposure","C06","1.603","2.269","9.004","2","hands","candle",0
"3111","A-104","Immediate Post-Exposure","C07","0.658","1.226","3.486","2","cart","cart",1
"3112","A-104","Immediate Post-Exposure","C08","1.546","1.546","10.67","1","heel","camp",0
"3113","A-104","Immediate Post-Exposure","C09","1.088","1.513","6.493","2","book","station",0
"3114","A-104","Immediate Post-Exposure","C10","3.128","3.723","10.389","2","mate","mark",0
"3115","A-104","Immediate Post-Exposure","C11","5.218","10.41","11.401","2","boat","gate",0
"3116","A-104","Immediate Post-Exposure","C12","0.534","1.119","11.482","2","party","field",0
"3117","A-104","Immediate Post-Exposure","C13","0.629","1.289","4.898","2","red","tow",0
"3118","A-104","Immediate Post-Exposure","C14","1.168","1.713","8.534","2","lance","salad",0
"3119","A-104","Immediate Post-Exposure","C15","2.213","2.213","8.299","1","guide","lip",0
"3120","A-105","Immediate Post-Exposure","A01","2.15","10.184","10.693","4","boat","boat",1
"3121","A-105","Immediate Post-Exposure","A02","1.484","7.568","10.565","3","honey","honey",1
"3122","A-105","Immediate Post-Exposure","A03","0.89","3.199","3.662","3","pin","pin",1
"3123","A-105","Immediate Post-Exposure","A04","0.967","3.84","8.61","4","blue","blue",1
"3124","A-105","Immediate Post-Exposure","A05","0.579","5.357","15.112","5","NO ANSWER","soap",0
"3125","A-105","Immediate Post-Exposure","A06","1.444","7.956","9.644","5","fast","fast",1
"3126","A-105","Immediate Post-Exposure","A07","0.749","13.371","15.116","7","NO ANSWER","copy",0
"3127","A-105","Immediate Post-Exposure","A08","1.183","5.488","5.919","4","fairy","saw",0
"3128","A-105","Immediate Post-Exposure","A09","1.114","8.252","13.682","6","bunk","top",0
"3129","A-105","Immediate Post-Exposure","A10","0.832","3.804","6.085","3","pack","pack",1
"3130","A-105","Immediate Post-Exposure","A11","1.587","5.428","5.732","7","under","under",1
"3131","A-105","Immediate Post-Exposure","A12","1.033","4.607","15.124","4","atta","sweet",0
"3132","A-105","Immediate Post-Exposure","A13","0.75","14.402","15.114","7","NO ANSWER","suit",0
"3133","A-105","Immediate Post-Exposure","A14","0.985","9.09","14.225","7","baby","battle",0
"3134","A-105","Immediate Post-Exposure","A15","1.174","10.075","15.115","4","dog","power",0
"3135","A-102","Immediate Post-Exposure","A01","1.157","1.157","15.034","1","NO ANSWER","boat",0
"3136","A-102","Immediate Post-Exposure","A02","2.87","2.87","15.128","1","honey","honey",1
"3137","A-102","Immediate Post-Exposure","A03","1.379","1.379","15.037","1","pin","pin",1
"3138","A-102","Immediate Post-Exposure","A04","0","0","15.053","0","NO ANSWER","blue",0
"3139","A-102","Immediate Post-Exposure","A05","3.224","3.224","15.146","1","wash","soap",0
"3140","A-102","Immediate Post-Exposure","A06","11.701","11.701","15.036","1","NO ANSWER","fast",0
"3141","A-102","Immediate Post-Exposure","A07","4.252","11.38","15.039","2","copy","copy",1
"3142","A-102","Immediate Post-Exposure","A08","2.643","2.643","15.143","1","fairy","saw",0
"3143","A-102","Immediate Post-Exposure","A09","2.261","2.261","15.035","1","NO ANSWER","top",0
"3144","A-102","Immediate Post-Exposure","A10","0.286","2.174","15.05","2","pack","pack",1
"3145","A-102","Immediate Post-Exposure","A11","4.791","4.791","15.146","1","NO ANSWER","under",0
"3146","A-102","Immediate Post-Exposure","A12","1.864","1.864","15.02","1","NO ANSWER","sweet",0
"3147","A-102","Immediate Post-Exposure","A13","3.095","3.095","15.143","1","NO ANSWER","suit",0
"3148","A-102","Immediate Post-Exposure","A14","3.138","3.138","15.036","1","NO ANSWER","battle",0
"3149","A-102","Immediate Post-Exposure","A15","3.277","5.941","15.13","2","NO ANSWER","power",0
"3150","A-103","Immediate Post-Exposure","B01","1.576","10.358","15.018","4","NO ANSWER","watch",0
"3151","A-103","Immediate Post-Exposure","B02","0.189","2.629","15.121","2","NO ANSWER","bill",0
"3152","A-103","Immediate Post-Exposure","B03","0.806","6.23","15.12","3","NO ANSWER","sugar",0
"3153","A-103","Immediate Post-Exposure","B04","1.157","11.885","15.022","7","NO ANSWER","bank",0
"3154","A-103","Immediate Post-Exposure","B05","0.798","8.33","8.755","6","Treasure","space",0
"3155","A-103","Immediate Post-Exposure","B06","0.986","8.509","15.011","4","NO ANSWER","bowl",0
"3156","A-103","Immediate Post-Exposure","B07","0.893","12.075","15.113","7","NO ANSWER","ball",0
"3157","A-103","Immediate Post-Exposure","B08","0.974","5.148","7.167","4","Cave","gas",0
"3158","A-103","Immediate Post-Exposure","B09","1.176","11.913","15.127","4","Plat","dog",0
"3159","A-103","Immediate Post-Exposure","B10","1.119","10.253","10.521","6","Letter","air",0
"3160","A-103","Immediate Post-Exposure","B11","0.09","2.581","15.012","2","NO ANSWER","check",0
"3161","A-103","Immediate Post-Exposure","B12","2.206","14.696","15.036","5","Lawn","post",0
"3162","A-103","Immediate Post-Exposure","B13","0.777","6.169","8.369","4","Car","steam",0
